Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,sex,measure
421,1.0,77.8618,0.0317,67.989,70.457,72.925,75.394,77.862,80.33,82.798,85.266,87.735,M,height
422,1.0,77.8986,0.03171,68.018,70.488,72.958,75.428,77.899,80.369,82.839,85.309,87.779,M,height
423,1.0,77.9353,0.03172,68.047,70.519,72.991,75.463,77.935,80.407,82.88,85.352,87.824,M,height
424,1.0,77.9719,0.03172,68.079,70.552,73.025,75.499,77.972,80.445,82.918,85.392,87.865,M,height
425,1.0,78.0085,0.03173,68.108,70.583,73.058,75.533,78.008,80.484,82.959,85.434,87.909,M,height
426,1.0,78.0451,0.03174,68.136,70.614,73.091,75.568,78.045,80.522,82.999,85.477,87.954,M,height
427,1.0,78.0817,0.03175,68.165,70.644,73.124,75.603,78.082,80.561,83.04,85.519,87.998,M,height
428,1.0,78.1182,0.03175,68.197,70.677,73.158,75.638,78.118,80.598,83.079,85.559,88.039,M,height
429,1.0,78.1546,0.03176,68.226,70.708,73.19,75.672,78.155,80.637,83.119,85.601,88.083,M,height
430,1.0,78.1911,0.03177,68.255,70.739,73.223,75.707,78.191,80.675,83.159,85.643,88.128,M,height
431,1.0,78.2275,0.03177,68.286,70.772,73.257,75.742,78.228,80.713,83.198,85.683,88.169,M,height
432,1.0,78.2638,0.03178,68.315,70.802,73.289,75.777,78.264,80.751,83.238,85.725,88.213,M,height
433,1.0,78.3001,0.03179,68.343,70.833,73.322,75.811,78.3,80.789,83.278,85.768,88.257,M,height
434,1.0,78.3364,0.0318,68.372,70.863,73.354,75.845,78.336,80.827,83.319,85.81,88.301,M,height
435,1.0,78.3727,0.0318,68.404,70.896,73.388,75.88,78.373,80.865,83.357,85.849,88.342,M,height
436,1.0,78.4089,0.03181,68.432,70.926,73.421,75.915,78.409,80.903,83.397,85.891,88.386,M,height
437,1.0,78.4451,0.03182,68.461,70.957,73.453,75.949,78.445,80.941,83.437,85.933,88.43,M,height
438,1.0,78.4812,0.03183,68.489,70.987,73.485,75.983,78.481,80.979,83.477,85.975,88.473,M,height
439,1.0,78.5173,0.03183,68.52,71.02,73.519,76.018,78.517,81.017,83.516,86.015,88.514,M,height
440,1.0,78.5534,0.03184,68.549,71.05,73.551,76.052,78.553,81.055,83.556,86.057,88.558,M,height
441,1.0,78.5894,0.03185,68.577,71.08,73.583,76.086,78.589,81.092,83.596,86.099,88.602,M,height
442,1.0,78.6254,0.03186,68.605,71.11,73.615,76.12,78.625,81.13,83.635,86.14,88.645,M,height
443,1.0,78.6614,0.03186,68.637,71.143,73.649,76.155,78.661,81.168,83.674,86.18,88.686,M,height
444,1.0,78.6973,0.03187,68.665,71.173,73.681,76.189,78.697,81.205,83.713,86.222,88.73,M,height
445,1.0,78.7332,0.03188,68.693,71.203,73.713,76.223,78.733,81.243,83.753,86.263,88.773,M,height
446,1.0,78.7691,0.03189,68.721,71.233,73.745,76.257,78.769,81.281,83.793,86.305,88.817,M,height
447,1.0,78.8049,0.03189,68.753,71.266,73.779,76.292,78.805,81.318,83.831,86.344,88.857,M,height
448,1.0,78.8407,0.0319,68.781,71.296,73.811,76.326,78.841,81.356,83.871,86.386,88.901,M,height
449,1.0,78.8764,0.03191,68.809,71.326,73.843,76.359,78.876,81.393,83.91,86.427,88.944,M,height
450,1.0,78.9122,0.03192,68.837,71.356,73.874,76.393,78.912,81.431,83.95,86.469,88.988,M,height
451,1.0,78.9479,0.03192,68.868,71.388,73.908,76.428,78.948,81.468,83.988,86.508,89.028,M,height
452,1.0,78.9835,0.03193,68.896,71.418,73.94,76.462,78.984,81.505,84.027,86.549,89.071,M,height
453,1.0,79.0191,0.03194,68.924,71.447,73.971,76.495,79.019,81.543,84.067,86.591,89.115,M,height
454,1.0,79.0547,0.03195,68.952,71.477,74.003,76.529,79.055,81.58,84.106,86.632,89.158,M,height
455,1.0,79.0903,0.03196,68.979,71.507,74.035,76.563,79.09,81.618,84.146,86.673,89.201,M,height
456,1.0,79.1258,0.03196,69.01,71.539,74.068,76.597,79.126,81.655,84.184,86.712,89.241,M,height
457,1.0,79.1613,0.03197,69.038,71.569,74.1,76.631,79.161,81.692,84.223,86.754,89.284,M,height
458,1.0,79.1968,0.03198,69.066,71.599,74.131,76.664,79.197,81.73,84.262,86.795,89.328,M,height
459,1.0,79.2322,0.03199,69.094,71.628,74.163,76.698,79.232,81.767,84.301,86.836,89.371,M,height
460,1.0,79.2676,0.032,69.121,71.658,74.194,76.731,79.268,81.804,84.341,86.877,89.414,M,height
461,1.0,79.303,0.032,69.152,71.69,74.228,76.765,79.303,81.841,84.378,86.916,89.454,M,height
462,1.0,79.3383,0.03201,69.18,71.719,74.259,76.799,79.338,81.878,84.418,86.957,89.497,M,height
463,1.0,79.3736,0.03202,69.207,71.749,74.291,76.832,79.374,81.915,84.457,86.998,89.54,M,height
464,1.0,79.4089,0.03203,69.235,71.778,74.322,76.865,79.409,81.952,84.496,87.039,89.583,M,height
465,1.0,79.4441,0.03204,69.263,71.808,74.353,76.899,79.444,81.989,84.535,87.08,89.626,M,height
466,1.0,79.4793,0.03204,69.293,71.84,74.386,76.933,79.479,82.026,84.572,87.119,89.665,M,height
467,1.0,79.5145,0.03205,69.321,71.869,74.418,76.966,79.514,82.063,84.611,87.16,89.708,M,height
468,1.0,79.5496,0.03206,69.348,71.899,74.449,76.999,79.55,82.1,84.65,87.201,89.751,M,height
469,1.0,79.5847,0.03207,69.376,71.928,74.48,77.032,79.585,82.137,84.689,87.242,89.794,M,height
470,1.0,79.6198,0.03208,69.403,71.957,74.511,77.066,79.62,82.174,84.728,87.282,89.837,M,height
471,1.0,79.6548,0.03209,69.43,71.986,74.543,77.099,79.655,82.211,84.767,87.323,89.879,M,height
472,1.0,79.6898,0.03209,69.461,72.018,74.575,77.133,79.69,82.247,84.804,87.362,89.919,M,height
473,1.0,79.7248,0.0321,69.488,72.047,74.606,77.166,79.725,82.284,84.843,87.402,89.961,M,height
474,1.0,79.7598,0.03211,69.515,72.077,74.638,77.199,79.76,82.321,84.882,87.443,90.004,M,height
475,1.0,79.7947,0.03212,69.543,72.106,74.669,77.232,79.795,82.358,84.921,87.484,90.047,M,height
476,1.0,79.8296,0.03213,69.57,72.135,74.7,77.265,79.83,82.395,84.959,87.524,90.089,M,height
477,1.0,79.8644,0.03214,69.597,72.164,74.731,77.298,79.864,82.431,84.998,87.565,90.132,M,height
478,1.0,79.8993,0.03214,69.627,72.195,74.763,77.331,79.899,82.467,85.035,87.603,90.171,M,height
479,1.0,79.9341,0.03215,69.655,72.224,74.794,77.364,79.934,82.504,85.074,87.644,90.214,M,height
480,1.0,79.9688,0.03216,69.682,72.253,74.825,77.397,79.969,82.541,85.112,87.684,90.256,M,height
481,1.0,80.0036,0.03217,69.709,72.282,74.856,77.43,80.004,82.577,85.151,87.725,90.298,M,height
482,1.0,80.0383,0.03218,69.736,72.311,74.887,77.463,80.038,82.614,85.19,87.765,90.341,M,height
483,1.0,80.0729,0.03219,69.763,72.34,74.918,77.495,80.073,82.65,85.228,87.806,90.383,M,height
484,1.0,80.1076,0.0322,69.79,72.369,74.949,77.528,80.108,82.687,85.267,87.846,90.425,M,height
485,1.0,80.1422,0.0322,69.82,72.4,74.981,77.562,80.142,82.723,85.303,87.884,90.465,M,height
486,1.0,80.1768,0.03221,69.847,72.429,75.012,77.594,80.177,82.759,85.342,87.924,90.507,M,height
487,1.0,80.2113,0.03222,69.874,72.458,75.042,77.627,80.211,82.796,85.38,87.965,90.549,M,height
488,1.0,80.2459,0.03223,69.901,72.487,75.073,77.66,80.246,82.832,85.419,88.005,90.591,M,height
489,1.0,80.2804,0.03224,69.927,72.516,75.104,77.692,80.28,82.869,85.457,88.045,90.633,M,height
490,1.0,80.3148,0.03225,69.954,72.544,75.134,77.725,80.315,82.905,85.495,88.085,90.675,M,height
491,1.0,80.3493,0.03226,69.981,72.573,75.165,77.757,80.349,82.941,85.533,88.126,90.718,M,height
492,1.0,80.3837,0.03226,70.011,72.604,75.197,77.791,80.384,82.977,85.57,88.163,90.756,M,height
493,1.0,80.4181,0.03227,70.038,72.633,75.228,77.823,80.418,83.013,85.608,88.203,90.798,M,height
494,1.0,80.4524,0.03228,70.064,72.661,75.258,77.855,80.452,83.049,85.646,88.243,90.84,M,height
495,1.0,80.4867,0.03229,70.091,72.69,75.289,77.888,80.487,83.086,85.685,88.283,90.882,M,height
496,1.0,80.521,0.0323,70.118,72.719,75.319,77.92,80.521,83.122,85.723,88.323,90.924,M,height
497,1.0,80.5553,0.03231,70.144,72.747,75.35,77.953,80.555,83.158,85.761,88.364,90.966,M,height
498,1.0,80.5895,0.03232,70.171,72.776,75.38,77.985,80.59,83.194,85.799,88.403,91.008,M,height
499,1.0,80.6237,0.03233,70.197,72.804,75.411,78.017,80.624,83.23,85.837,88.443,91.05,M,height
500,1.0,80.6578,0.03234,70.224,72.832,75.441,78.049,80.658,83.266,85.875,88.483,91.092,M,height
501,1.0,80.692,0.03234,70.254,72.863,75.473,78.082,80.692,83.302,85.911,88.521,91.13,M,height
502,1.0,80.7261,0.03235,70.28,72.892,75.503,78.115,80.726,83.338,85.949,88.561,91.172,M,height
503,1.0,80.7602,0.03236,70.307,72.92,75.533,78.147,80.76,83.374,85.987,88.6,91.214,M,height
504,1.0,80.7942,0.03237,70.333,72.948,75.564,78.179,80.794,83.41,86.025,88.64,91.255,M,height
505,1.0,80.8282,0.03238,70.359,72.977,75.594,78.211,80.828,83.445,86.063,88.68,91.297,M,height
506,1.0,80.8622,0.03239,70.386,73.005,75.624,78.243,80.862,83.481,86.1,88.72,91.339,M,height
507,1.0,80.8961,0.0324,70.412,73.033,75.654,78.275,80.896,83.517,86.138,88.759,91.38,M,height
508,1.0,80.9301,0.03241,70.438,73.061,75.684,78.307,80.93,83.553,86.176,88.799,91.422,M,height
509,1.0,80.964,0.03242,70.465,73.089,75.714,78.339,80.964,83.589,86.214,88.839,91.463,M,height
510,1.0,80.9978,0.03243,70.491,73.118,75.744,78.371,80.998,83.625,86.251,88.878,91.505,M,height
511,1.0,81.0317,0.03244,70.517,73.146,75.774,78.403,81.032,83.66,86.289,88.918,91.546,M,height
512,1.0,81.0655,0.03245,70.543,73.174,75.804,78.435,81.066,83.696,86.327,88.957,91.588,M,height
513,1.0,81.0992,0.03245,70.573,73.204,75.836,78.468,81.099,83.731,86.363,88.994,91.626,M,height
514,1.0,81.133,0.03246,70.599,73.232,75.866,78.499,81.133,83.767,86.4,89.034,91.667,M,height
515,1.0,81.1667,0.03247,70.625,73.26,75.896,78.531,81.167,83.802,86.438,89.073,91.709,M,height
516,1.0,81.2004,0.03248,70.651,73.288,75.926,78.563,81.2,83.838,86.475,89.113,91.75,M,height
517,1.0,81.234,0.03249,70.677,73.316,75.955,78.595,81.234,83.873,86.513,89.152,91.791,M,height
518,1.0,81.2677,0.0325,70.703,73.344,75.985,78.626,81.268,83.909,86.55,89.191,91.833,M,height
519,1.0,81.3013,0.03251,70.729,73.372,76.015,78.658,81.301,83.944,86.588,89.231,91.874,M,height
520,1.0,81.3348,0.03252,70.755,73.4,76.045,78.69,81.335,83.98,86.625,89.27,91.915,M,height
521,1.0,81.3684,0.03253,70.781,73.428,76.075,78.721,81.368,84.015,86.662,89.309,91.956,M,height
522,1.0,81.4019,0.03254,70.807,73.455,76.104,78.753,81.402,84.051,86.7,89.348,91.997,M,height
523,1.0,81.4353,0.03255,70.832,73.483,76.134,78.785,81.435,84.086,86.737,89.387,92.038,M,height
524,1.0,81.4688,0.03256,70.858,73.511,76.164,78.816,81.469,84.121,86.774,89.427,92.079,M,height
525,1.0,81.5022,0.03257,70.884,73.539,76.193,78.848,81.502,84.157,86.811,89.466,92.12,M,height
526,1.0,81.5356,0.03258,70.91,73.566,76.223,78.879,81.536,84.192,86.848,89.505,92.161,M,height
527,1.0,81.569,0.03259,70.936,73.594,76.252,78.911,81.569,84.227,86.886,89.544,92.202,M,height
528,1.0,81.6023,0.0326,70.961,73.622,76.282,78.942,81.602,84.263,86.923,89.583,92.243,M,height
529,1.0,81.6356,0.03261,70.987,73.649,76.311,78.973,81.636,84.298,86.96,89.622,92.284,M,height
530,1.0,81.6689,0.03261,71.016,73.679,76.342,79.006,81.669,84.332,86.995,89.659,92.322,M,height
531,1.0,81.7021,0.03262,71.042,73.707,76.372,79.037,81.702,84.367,87.032,89.697,92.363,M,height
532,1.0,81.7353,0.03263,71.067,73.734,76.401,79.068,81.735,84.402,87.069,89.736,92.403,M,height
533,1.0,81.7685,0.03264,71.093,73.762,76.431,79.1,81.768,84.437,87.106,89.775,92.444,M,height
534,1.0,81.8017,0.03265,71.118,73.789,76.46,79.131,81.802,84.473,87.143,89.814,92.485,M,height
535,1.0,81.8348,0.03266,71.144,73.817,76.489,79.162,81.835,84.508,87.18,89.853,92.526,M,height
536,1.0,81.8679,0.03267,71.169,73.844,76.519,79.193,81.868,84.543,87.217,89.892,92.566,M,height
537,1.0,81.9009,0.03268,71.195,73.871,76.548,79.224,81.901,84.577,87.254,89.93,92.607,M,height
538,1.0,81.934,0.03269,71.22,73.899,76.577,79.256,81.934,84.612,87.291,89.969,92.648,M,height
539,1.0,81.967,0.0327,71.246,73.926,76.606,79.287,81.967,84.647,87.328,90.008,92.688,M,height
540,1.0,82.0,0.03271,71.271,73.953,76.636,79.318,82.0,84.682,87.364,90.047,92.729,M,height
541,1.0,82.0329,0.03272,71.296,73.981,76.665,79.349,82.033,84.717,87.401,90.085,92.769,M,height
542,1.0,82.0659,0.03273,71.322,74.008,76.694,79.38,82.066,84.752,87.438,90.124,92.81,M,height
543,1.0,82.0987,0.03274,71.347,74.035,76.723,79.411,82.099,84.787,87.475,90.162,92.85,M,height
544,1.0,82.1316,0.03275,71.372,74.062,76.752,79.442,82.132,84.821,87.511,90.201,92.891,M,height
545,1.0,82.1644,0.03276,71.398,74.089,76.781,79.473,82.164,84.856,87.548,90.24,92.931,M,height
546,1.0,82.1973,0.03277,71.423,74.116,76.81,79.504,82.197,84.891,87.585,90.278,92.972,M,height
547,1.0,82.23,0.03278,71.448,74.144,76.839,79.535,82.23,84.925,87.621,90.316,93.012,M,height
548,1.0,82.2628,0.03279,71.473,74.171,76.868,79.565,82.263,84.96,87.658,90.355,93.052,M,height
549,1.0,82.2955,0.0328,71.498,74.198,76.897,79.596,82.296,84.995,87.694,90.393,93.093,M,height
550,1.0,82.3282,0.03281,71.523,74.225,76.926,79.627,82.328,85.029,87.731,90.432,93.133,M,height
551,1.0,82.3609,0.03282,71.549,74.252,76.955,79.658,82.361,85.064,87.767,90.47,93.173,M,height
552,1.0,82.3935,0.03283,71.574,74.279,76.984,79.689,82.394,85.098,87.803,90.508,93.213,M,height
553,1.0,82.4261,0.03284,71.599,74.305,77.012,79.719,82.426,85.133,87.84,90.547,93.254,M,height
554,1.0,82.4587,0.03285,71.624,74.332,77.041,79.75,82.459,85.167,87.876,90.585,93.294,M,height
555,1.0,82.4912,0.03286,71.649,74.359,77.07,79.781,82.491,85.202,87.913,90.623,93.334,M,height
556,1.0,82.5237,0.03287,71.673,74.386,77.099,79.811,82.524,85.236,87.949,90.661,93.374,M,height
557,1.0,82.5562,0.03288,71.698,74.413,77.127,79.842,82.556,85.271,87.985,90.7,93.414,M,height
558,1.0,82.5887,0.03289,71.723,74.44,77.156,79.872,82.589,85.305,88.021,90.738,93.454,M,height
559,1.0,82.6211,0.0329,71.748,74.466,77.185,79.903,82.621,85.339,88.058,90.776,93.494,M,height
560,1.0,82.6535,0.03291,71.773,74.493,77.213,79.933,82.654,85.374,88.094,90.814,93.534,M,height
561,1.0,82.6859,0.03292,71.798,74.52,77.242,79.964,82.686,85.408,88.13,90.852,93.574,M,height
562,1.0,82.7182,0.03293,71.823,74.546,77.27,79.994,82.718,85.442,88.166,90.89,93.614,M,height
563,1.0,82.7505,0.03294,71.847,74.573,77.299,80.025,82.75,85.476,88.202,90.928,93.654,M,height
564,1.0,82.7828,0.03295,71.872,74.6,77.327,80.055,82.783,85.51,88.238,90.966,93.694,M,height
565,1.0,82.8151,0.03296,71.897,74.626,77.356,80.086,82.815,85.545,88.274,91.004,93.733,M,height
566,1.0,82.8473,0.03297,71.921,74.653,77.384,80.116,82.847,85.579,88.31,91.042,93.773,M,height
567,1.0,82.8795,0.03298,71.946,74.679,77.413,80.146,82.88,85.613,88.346,91.08,93.813,M,height
568,1.0,82.9117,0.03299,71.971,74.706,77.441,80.176,82.912,85.647,88.382,91.117,93.853,M,height
569,1.0,82.9438,0.033,71.995,74.732,77.47,80.207,82.944,85.681,88.418,91.155,93.892,M,height
570,1.0,82.9759,0.03301,72.02,74.759,77.498,80.237,82.976,85.715,88.454,91.193,93.932,M,height
571,1.0,83.008,0.03302,72.044,74.785,77.526,80.267,83.008,85.749,88.49,91.231,93.972,M,height
572,1.0,83.04,0.03303,72.069,74.812,77.554,80.297,83.04,85.783,88.526,91.268,94.011,M,height
573,1.0,83.0721,0.03304,72.093,74.838,77.583,80.327,83.072,85.817,88.562,91.306,94.051,M,height
574,1.0,83.1041,0.03305,72.118,74.864,77.611,80.358,83.104,85.851,88.597,91.344,94.09,M,height
575,1.0,83.136,0.03306,72.142,74.891,77.639,80.388,83.136,85.884,88.633,91.381,94.13,M,height
576,1.0,83.168,0.03308,72.163,74.914,77.666,80.417,83.168,85.919,88.67,91.422,94.173,M,height
577,1.0,83.1999,0.03309,72.188,74.941,77.694,80.447,83.2,85.953,88.706,91.459,94.212,M,height
578,1.0,83.2318,0.0331,72.212,74.967,77.722,80.477,83.232,85.987,88.742,91.497,94.252,M,height
579,1.0,83.2637,0.03311,72.236,74.993,77.75,80.507,83.264,86.021,88.777,91.534,94.291,M,height
580,1.0,83.2955,0.03312,72.261,75.019,77.778,80.537,83.296,86.054,88.813,91.572,94.33,M,height
581,1.0,83.3273,0.03313,72.285,75.045,77.806,80.567,83.327,86.088,88.849,91.609,94.37,M,height
582,1.0,83.3591,0.03314,72.309,75.072,77.834,80.597,83.359,86.122,88.884,91.647,94.409,M,height
583,1.0,83.3908,0.03315,72.333,75.098,77.862,80.626,83.391,86.155,88.92,91.684,94.448,M,height
584,1.0,83.4226,0.03316,72.357,75.124,77.89,80.656,83.423,86.189,88.955,91.721,94.488,M,height
585,1.0,83.4543,0.03317,72.382,75.15,77.918,80.686,83.454,86.222,88.991,91.759,94.527,M,height
586,1.0,83.4859,0.03318,72.406,75.176,77.946,80.716,83.486,86.256,89.026,91.796,94.566,M,height
587,1.0,83.5176,0.03319,72.43,75.202,77.974,80.746,83.518,86.29,89.061,91.833,94.605,M,height
588,1.0,83.5492,0.0332,72.454,75.228,78.002,80.775,83.549,86.323,89.097,91.871,94.645,M,height
589,1.0,83.5808,0.03321,72.478,75.254,78.029,80.805,83.581,86.357,89.132,91.908,94.684,M,height
590,1.0,83.6124,0.03322,72.502,75.28,78.057,80.835,83.612,86.39,89.168,91.945,94.723,M,height
591,1.0,83.6439,0.03323,72.526,75.305,78.085,80.864,83.644,86.423,89.203,91.982,94.762,M,height
592,1.0,83.6754,0.03324,72.55,75.331,78.113,80.894,83.675,86.457,89.238,92.02,94.801,M,height
593,1.0,83.7069,0.03325,72.574,75.357,78.14,80.924,83.707,86.49,89.273,92.057,94.84,M,height
594,1.0,83.7384,0.03326,72.598,75.383,78.168,80.953,83.738,86.524,89.309,92.094,94.879,M,height
595,1.0,83.7698,0.03327,72.622,75.409,78.196,80.983,83.77,86.557,89.344,92.131,94.918,M,height
596,1.0,83.8012,0.03329,72.642,75.432,78.222,81.011,83.801,86.591,89.381,92.17,94.96,M,height
597,1.0,83.8326,0.0333,72.666,75.458,78.249,81.041,83.833,86.624,89.416,92.207,94.999,M,height
598,1.0,83.864,0.03331,72.69,75.483,78.277,81.07,83.864,86.658,89.451,92.245,95.038,M,height
599,1.0,83.8953,0.03332,72.714,75.509,78.305,81.1,83.895,86.691,89.486,92.281,95.077,M,height
600,1.0,83.9267,0.03333,72.738,75.535,78.332,81.129,83.927,86.724,89.521,92.319,95.116,M,height
601,1.0,83.9579,0.03334,72.761,75.56,78.36,81.159,83.958,86.757,89.556,92.355,95.155,M,height
602,1.0,83.9892,0.03335,72.785,75.586,78.387,81.188,83.989,86.79,89.591,92.392,95.193,M,height
603,1.0,84.0205,0.03336,72.809,75.612,78.415,81.218,84.02,86.823,89.626,92.429,95.232,M,height
604,1.0,84.0517,0.03337,72.832,75.637,78.442,81.247,84.052,86.857,89.661,92.466,95.271,M,height
605,1.0,84.0829,0.03338,72.856,75.663,78.47,81.276,84.083,86.89,89.696,92.503,95.31,M,height
606,1.0,84.114,0.03339,72.88,75.688,78.497,81.305,84.114,86.923,89.731,92.54,95.348,M,height
607,1.0,84.1452,0.0334,72.903,75.714,78.524,81.335,84.145,86.956,89.766,92.577,95.387,M,height
608,1.0,84.1763,0.03341,72.927,75.739,78.552,81.364,84.176,86.989,89.801,92.613,95.426,M,height
609,1.0,84.2074,0.03342,72.951,75.765,78.579,81.393,84.207,87.022,89.836,92.65,95.464,M,height
610,1.0,84.2385,0.03344,72.971,75.788,78.605,81.422,84.238,87.055,89.872,92.689,95.506,M,height
611,1.0,84.2695,0.03345,72.994,75.813,78.632,81.451,84.27,87.088,89.907,92.726,95.545,M,height
612,1.0,84.3006,0.03346,73.018,75.839,78.659,81.48,84.301,87.121,89.942,92.763,95.583,M,height
613,1.0,84.3316,0.03347,73.041,75.864,78.686,81.509,84.332,87.154,89.977,92.799,95.622,M,height
614,1.0,84.3626,0.03348,73.065,75.889,78.714,81.538,84.363,87.187,90.012,92.836,95.66,M,height
615,1.0,84.3935,0.03349,73.088,75.914,78.741,81.567,84.394,87.22,90.046,92.873,95.699,M,height
616,1.0,84.4245,0.0335,73.112,75.94,78.768,81.596,84.424,87.253,90.081,92.909,95.737,M,height
617,1.0,84.4554,0.03351,73.135,75.965,78.795,81.625,84.455,87.286,90.116,92.946,95.776,M,height
618,1.0,84.4862,0.03352,73.158,75.99,78.822,81.654,84.486,87.318,90.15,92.982,95.814,M,height
619,1.0,84.5171,0.03353,73.182,76.016,78.849,81.683,84.517,87.351,90.185,93.019,95.853,M,height
620,1.0,84.5479,0.03354,73.205,76.041,78.876,81.712,84.548,87.384,90.219,93.055,95.891,M,height
621,1.0,84.5787,0.03356,73.225,76.063,78.902,81.74,84.579,87.417,90.256,93.094,95.933,M,height
622,1.0,84.6095,0.03357,73.248,76.088,78.929,81.769,84.61,87.45,90.29,93.131,95.971,M,height
623,1.0,84.6403,0.03358,73.271,76.114,78.956,81.798,84.64,87.483,90.325,93.167,96.009,M,height
624,1.0,84.671,0.03359,73.295,76.139,78.983,81.827,84.671,87.515,90.359,93.203,96.047,M,height
625,1.0,84.7017,0.0336,73.318,76.164,79.01,81.856,84.702,87.548,90.394,93.24,96.086,M,height
626,1.0,84.7324,0.03361,73.341,76.189,79.037,81.885,84.732,87.58,90.428,93.276,96.124,M,height
627,1.0,84.7631,0.03362,73.364,76.214,79.064,81.913,84.763,87.613,90.463,93.312,96.162,M,height
628,1.0,84.7937,0.03363,73.387,76.239,79.09,81.942,84.794,87.645,90.497,93.349,96.2,M,height
629,1.0,84.8243,0.03364,73.41,76.264,79.117,81.971,84.824,87.678,90.531,93.385,96.238,M,height
630,1.0,84.8549,0.03365,73.433,76.289,79.144,82.0,84.855,87.71,90.566,93.421,96.276,M,height
631,1.0,84.8855,0.03367,73.453,76.311,79.169,82.027,84.886,87.744,90.602,93.46,96.318,M,height
632,1.0,84.916,0.03368,73.476,76.336,79.196,82.056,84.916,87.776,90.636,93.496,96.356,M,height
633,1.0,84.9465,0.03369,73.499,76.361,79.223,82.085,84.946,87.808,90.67,93.532,96.394,M,height
634,1.0,84.977,0.0337,73.522,76.386,79.25,82.113,84.977,87.841,90.704,93.568,96.432,M,height
635,1.0,85.0075,0.03371,73.545,76.411,79.276,82.142,85.008,87.873,90.739,93.604,96.47,M,height
636,1.0,85.0379,0.03372,73.568,76.435,79.303,82.17,85.038,87.905,90.773,93.64,96.508,M,height
637,1.0,85.0683,0.03373,73.591,76.46,79.33,82.199,85.068,87.938,90.807,93.676,96.546,M,height
638,1.0,85.0987,0.03374,73.614,76.485,79.356,82.227,85.099,87.97,90.841,93.712,96.584,M,height
639,1.0,85.1291,0.03375,73.637,76.51,79.383,82.256,85.129,88.002,90.875,93.748,96.622,M,height
640,1.0,85.1594,0.03377,73.656,76.532,79.408,82.284,85.159,88.035,90.911,93.787,96.663,M,height
641,1.0,85.1897,0.03378,73.679,76.557,79.434,82.312,85.19,88.067,90.945,93.823,96.701,M,height
642,1.0,85.22,0.03379,73.702,76.581,79.461,82.34,85.22,88.1,90.979,93.859,96.738,M,height
643,1.0,85.2503,0.0338,73.724,76.606,79.487,82.369,85.25,88.132,91.013,93.895,96.776,M,height
644,1.0,85.2805,0.03381,73.747,76.63,79.514,82.397,85.28,88.164,91.047,93.931,96.814,M,height
645,1.0,85.3108,0.03382,73.77,76.655,79.54,82.426,85.311,88.196,91.081,93.966,96.852,M,height
646,1.0,85.341,0.03383,73.793,76.68,79.567,82.454,85.341,88.228,91.115,94.002,96.889,M,height
